time,robot_x,robot_y,robot_theta,human_x,human_y,human_theta,target_x,target_y,target_theta,leg_l,leg_r,human_moving,human_sitting,human_detected
1768496080.361,0.65,5.06,1.23,0.04,5.91,1.63,0.96,5.94,1.61,6.77,6.86,0,0,0
1768496080.861,0.69,5.19,1.23,0.04,5.91,1.63,0.96,5.94,1.61,6.68,6.86,0,0,0
1768496081.361,0.72,5.27,1.23,0.04,5.91,1.63,0.96,5.94,1.61,6.77,6.86,0,0,0
1768496081.861,0.76,5.40,1.23,0.04,5.91,1.63,0.96,5.94,1.61,6.68,6.86,0,0,0
1768496082.361,0.79,5.48,1.23,0.04,5.91,1.63,0.96,5.94,1.61,6.77,6.86,0,0,0
1768496082.861,0.83,5.60,1.23,0.04,5.91,1.63,0.96,5.94,1.61,6.77,6.86,0,0,0
1768496083.361,0.85,5.66,1.23,0.04,5.91,1.63,0.96,5.94,1.61,6.77,6.86,0,0,0
1768496083.861,0.89,5.78,1.23,0.04,5.91,1.63,0.96,5.94,1.61,6.77,6.86,0,0,0
1768496084.361,0.91,5.84,1.23,0.04,5.91,1.63,0.96,5.94,1.61,6.77,6.86,0,0,0
1768496084.861,0.93,5.89,1.23,0.04,5.91,1.63,0.96,5.94,1.61,6.68,6.42,0,0,0
1768496085.361,0.94,5.91,1.23,0.04,5.91,1.63,0.96,5.94,1.61,1.67,0.18,0,0,0
1768496085.861,0.92,5.91,1.43,0.04,5.91,1.63,0.96,5.94,1.61,1.76,4.57,0,0,0
1768496086.361,0.94,5.91,1.45,0.04,5.91,1.63,0.96,5.94,1.61,4.22,10.11,0,0,0
1768496086.861,0.94,5.91,1.52,0.04,5.91,1.63,0.96,5.94,1.61,1.41,12.13,0,0,0
1768496087.361,0.94,5.91,1.52,0.04,5.91,1.63,0.96,5.94,1.61,1.41,20.65,0,0,0
1768496087.862,0.93,5.91,1.52,0.04,5.91,1.63,0.96,5.94,1.61,13.89,7.56,0,0,0
1768496088.361,0.93,5.91,1.52,0.04,5.91,1.63,0.96,5.94,1.61,3.08,38.50,0,0,0
1768496088.861,0.93,5.91,1.52,0.04,5.91,1.63,0.96,5.94,1.61,8.09,0.26,0,0,0
1768496089.361,0.93,5.91,1.52,0.04,5.91,1.63,0.96,5.94,1.61,7.47,6.15,0,0,0
1768496089.861,0.93,5.91,1.52,0.04,5.91,1.63,0.96,5.94,1.61,0.44,46.05,0,0,0
1768496090.361,0.93,5.91,1.52,0.04,5.91,1.63,0.96,5.94,1.61,4.31,0.18,0,0,0
1768496090.861,0.93,5.91,1.52,0.04,5.91,1.63,0.96,5.94,1.61,1.93,10.11,0,0,0
1768496091.361,0.93,5.91,1.52,0.04,5.91,1.63,0.96,5.94,1.61,5.27,38.76,0,0,0
1768496091.861,0.93,5.91,1.51,0.04,5.91,1.63,0.96,5.94,1.61,8.17,4.83,0,0,0
1768496092.361,0.93,5.89,1.40,0.04,5.91,1.63,0.96,5.94,1.61,0.35,19.95,0,0,0
1768496092.861,0.91,5.83,0.93,0.04,5.91,1.63,0.96,5.94,1.61,10.11,35.07,0,0,0
1768496093.361,0.87,5.79,0.64,0.04,5.91,1.63,0.96,5.94,1.61,11.69,11.25,0,0,0
1768496093.861,0.81,5.77,0.39,0.04,5.91,1.63,0.96,5.94,1.61,1.67,12.74,0,0,0
1768496094.361,0.79,5.76,0.29,3.30,5.96,0.08,1.80,5.84,0.08,14.41,0.18,1,0,1
1768496094.861,0.81,5.76,0.29,3.40,5.94,0.07,1.80,5.84,0.08,12.30,0.88,1,0,1
1768496095.361,0.80,5.76,0.29,3.84,5.98,0.07,1.80,5.84,0.08,16.70,36.47,1,0,1
1768496095.861,0.80,5.76,0.29,3.84,5.98,0.07,1.80,5.84,0.08,18.90,1.93,1,0,0
1768496096.361,0.80,5.76,0.20,4.24,6.28,0.15,1.80,5.84,0.08,3.96,2.46,1,0,1
1768496096.862,0.81,5.76,0.14,4.57,6.16,0.11,1.80,5.84,0.08,3.25,3.78,1,0,1
1768496097.361,0.83,5.76,0.11,4.59,6.40,0.17,1.80,5.84,0.08,12.13,8.61,1,0,1
1768496097.861,0.88,5.77,0.09,4.58,6.36,0.16,1.80,5.84,0.08,4.48,4.39,0,0,1
1768496098.361,0.92,5.77,0.09,4.65,6.36,0.16,1.80,5.84,0.08,6.94,8.00,0,0,1
1768496098.861,1.02,5.78,0.08,4.63,6.36,0.16,1.80,5.84,0.08,6.68,6.59,0,0,1
1768496099.361,1.08,5.79,0.08,4.74,6.16,0.10,1.80,5.84,0.08,7.03,6.59,1,0,1
1768496099.861,1.19,5.80,0.08,4.73,6.18,0.11,4.83,5.28,0.11,7.12,6.68,0,0,1
1768496100.361,1.27,5.80,0.07,4.72,6.17,0.11,4.83,5.28,0.11,7.12,6.68,0,0,1
1768496100.861,1.38,5.81,0.08,4.74,6.14,0.10,4.83,5.28,0.11,7.12,6.68,0,0,1
1768496101.361,1.36,5.81,0.08,4.64,6.23,0.13,4.83,5.28,0.11,7.12,6.68,1,0,1
